alleleSymbol,alleleName,acc,project,geneSymbol,gacc
Erlin2<tm1a(EUCOMM)Wtsi>,"ER lipid raft associated 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4820210,EUCOMM,Erlin2,MGI:2387215
Erp29<tm1a(EUCOMM)Wtsi>,"endoplasmic reticulum protein 29; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4842664,EUCOMM,Erp29,MGI:1914647
Erp44<tm1a(KOMP)Wtsi>,"endoplasmic reticulum protein 44; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5052408,KOMP-CSD,Erp44,MGI:1923549
Esco1<tm1(KOMP)Wtsi>,"establishment of sister chromatid cohesion N-acetyltransferase 1; targeted mutation 1, Wellcome Trust Sanger Institute",MGI:4419798,KOMP-CSD,Esco1,MGI:1925055
Esco2<tm1a(EUCOMM)Wtsi>,"establishment of sister chromatid cohesion N-acetyltransferase 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431943,EUCOMM,Esco2,MGI:1919238
Espn<tm1a(EUCOMM)Wtsi>,"espin; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431731,EUCOMM,Espn,MGI:1861630
Esr1<tm1.1Gust>,"estrogen receptor 1 (alpha); targeted mutation 1.1, Jan-Ake Gustafsson",MGI:5433576,0,Esr1,MGI:1352467
Esr1<tm1Gust>,"estrogen receptor 1 (alpha); targeted mutation 1, Jan-Ake Gustafsson",MGI:5433575,0,Esr1,MGI:1352467
Esr2<tm1.1Gust>,"estrogen receptor 2 (beta); targeted mutation 1.1, Jan-Ake Gustafsson",MGI:5751115,0,Esr2,MGI:109392
Esr2<tm1Dgen>,"estrogen receptor 2 (beta); targeted mutation 1, Deltagen",MGI:5427668,Deltagen,Esr2,MGI:109392
Esr2<tm1Gust>,"estrogen receptor 2 (beta); targeted mutation 1, Jan-Ake Gustafsson",MGI:5751112,0,Esr2,MGI:109392
Ess2<tm1Bld>,"ess-2 splicing factor; targeted mutation 1, Antonio Baldini",MGI:3640092,0,Ess2,MGI:107854
Esyt3<tm1a(EUCOMM)Wtsi>,"extended synaptotagmin-like protein 3; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433605,EUCOMM,Esyt3,MGI:1098699
Etfdh<tm1a(EUCOMM)Hmgu>,"electron transferring flavoprotein, dehydrogenase; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4451799,EUCOMM,Etfdh,MGI:106100
Ethe1<tm1a(EUCOMM)Wtsi>,"ethylmalonic encephalopathy 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432299,EUCOMM,Ethe1,MGI:1913321
Ets2<m1Mhda>,"E26 avian leukemia oncogene 2, 3' domain; mutation 1, Martin Hrabe de Angelis",MGI:5702953,0,Ets2,MGI:95456
Evi5<tm1a(KOMP)Wtsi>,"ecotropic viral integration site 5; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4458636,KOMP-CSD,Evi5,MGI:104736
Evl<tm1a(KOMP)Wtsi>,"Ena-vasodilator stimulated phosphoprotein; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363092,KOMP-CSD,Evl,MGI:1194884
Evta,evita,MGI:3851189,0,Evta,MGI:3851187
Evx2/Hoxd13<tm3.1Ddu>,,MGI:2651625,,,
Evx2/Hoxd13<tm4(cre)Ddu>,"even-skipped homeobox 2; targeted mutation 4, Denis Duboule",MGI:3762124,0,Evx2,MGI:95462
Evx2/Hoxd13<tm5.1(Hoxd11/lacZ)Ddu>,"even-skipped homeobox 2; targeted mutation 5.1, Denis Duboule",MGI:4850026,0,Evx2,MGI:95462
Evx2<tm1Ddu>,"even-skipped homeobox 2; targeted mutation 1, Denis Duboule",MGI:2445967,0,Evx2,MGI:95462
Evx2<tm3Ddu>,"even-skipped homeobox 2; targeted mutation 3, Denis Duboule",MGI:2445968,0,Evx2,MGI:95462
Exd1<tm1Embrp>,"exonuclease 3'-5' domain containing 1; targeted mutation 1, Ramesh Pillai",MGI:5781095,0,Exd1,MGI:3045306
Exoc3l2<tm1a(KOMP)Wtsi>,"exocyst complex component 3-like 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363569,KOMP-CSD,Exoc3l2,MGI:1921713
Exoc3l2<tm1b(KOMP)Wtsi>,"exocyst complex component 3-like 2; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5548646,KOMP-CSD,Exoc3l2,MGI:1921713
Exosc9<tm1a(EUCOMM)Wtsi>,"exosome component 9; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4434326,EUCOMM,Exosc9,MGI:1355319
Exosc9<tm1b(EUCOMM)Wtsi>,"exosome component 9; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5636988,EUCOMM,Exosc9,MGI:1355319
Extl2<tm1a(KOMP)Wtsi>,"exostoses (multiple)-like 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5299624,KOMP-CSD,Extl2,MGI:1889574
Eya3<Gt(W096D02)Wrst>,"EYA transcriptional coactivator and phosphatase 3; gene trap W096D02, Wolfgang Wurst",MGI:3834107,0,Eya3,MGI:109339
Ezh2<tm1a(EUCOMM)Wtsi>,"enhancer of zeste 2 polycomb repressive complex 2 subunit; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432638,EUCOMM,Ezh2,MGI:107940
Ezr<tm2a(EUCOMM)Wtsi>,"ezrin; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4431855,EUCOMM,Ezr,MGI:98931
F10<tm1a(EUCOMM)Hmgu>,"coagulation factor X; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4435623,EUCOMM,F10,MGI:103107
F2<tm1a(EUCOMM)Hmgu>,"coagulation factor II; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4950199,EUCOMM,F2,MGI:88380
F730043M19Rik<tm1b(NCC)WCS>,,MGI:2443237,,,
F7<tm1a(EUCOMM)Hmgu>,"coagulation factor VII; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4451755,EUCOMM,F7,MGI:109325
Fabp12<tm1a(EUCOMM)Wtsi>,"fatty acid binding protein 12; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433784,EUCOMM,Fabp12,MGI:1922747
Fabp1<tm1a(EUCOMM)Hmgu>,"fatty acid binding protein 1, liver; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4435668,EUCOMM,Fabp1,MGI:95479
Fabp3<tm1a(EUCOMM)Wtsi>,"fatty acid binding protein 3, muscle and heart; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431873,EUCOMM,Fabp3,MGI:95476
Fadd<tm1Mak>,"Fas (TNFRSF6)-associated via death domain; targeted mutation 1, Tak W Mak",MGI:2159360,0,Fadd,MGI:109324
Fads3<tm1a(EUCOMM)Hmgu>,"fatty acid desaturase 3; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:5568477,EUCOMM,Fads3,MGI:1928740
Fads6<tm1a(EUCOMM)Wtsi>,"fatty acid desaturase domain family, member 6; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432828,EUCOMM,Fads6,MGI:3039592
Fads6<tm1b(EUCOMM)Wtsi>,,MGI:3039592,,,
Fah<tm1(NCOM)Mfgc>,"fumarylacetoacetate hydrolase; targeted mutation 1, Mammalian Functional Genomics Centre",MGI:4880346,NorCOMM,Fah,MGI:95482
Fahd2a<tm1a(EUCOMM)Wtsi>,"fumarylacetoacetate hydrolase domain containing 2A; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431777,EUCOMM,Fahd2a,MGI:1915376
Fam104a<tm2a(EUCOMM)Wtsi>,"family with sequence similarity 104, member A; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4433549,EUCOMM,Fam104a,MGI:106351
Fam107b<tm1a(KOMP)Wtsi>,"family with sequence similarity 107, member B; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362853,KOMP-CSD,Fam107b,MGI:1913790
Fam110b<tm1e(EUCOMM)Wtsi>,"family with sequence similarity 110, member B; targeted mutation 1e, Wellcome Trust Sanger Institute",MGI:4432846,EUCOMM,Fam110b,MGI:1916593
Fam117b<tm1a(EUCOMM)Wtsi>,"family with sequence similarity 117, member B; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432848,EUCOMM,Fam117b,MGI:1920000
Fam122c<tm1a(EUCOMM)Wtsi>,"family with sequence similarity 122, member C; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432565,EUCOMM,Fam122c,MGI:1921116
Fam122c<tm1b(EUCOMM)Wtsi>,"family with sequence similarity 122, member C; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5637072,EUCOMM,Fam122c,MGI:1921116
Fam136a<tm1a(KOMP)Wtsi>,"family with sequence similarity 136, member A; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4944370,KOMP-CSD,Fam136a,MGI:1913738
Fam136a<tm1b(KOMP)Wtsi>,,MGI:1913738,,,
Fam13b<tm1a(EUCOMM)Wtsi>,"family with sequence similarity 13, member B; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4842400,EUCOMM,Fam13b,MGI:2447834
Fam151b<tm1a(EUCOMM)Hmgu>,"family with sequence similarity 151, member B; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4455695,EUCOMM,Fam151b,MGI:1921192
Fam160a1<tm1a(EUCOMM)Wtsi>,"family with sequence similarity 160, member A1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4849420,EUCOMM,Fam160a1,MGI:2444746
Fam160a1<tm1b(EUCOMM)Wtsi>,"family with sequence similarity 160, member A1; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5638570,EUCOMM,Fam160a1,MGI:2444746
Fam162a<tm1a(EUCOMM)Hmgu>,"family with sequence similarity 162, member A; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:5289875,EUCOMM,Fam162a,MGI:1917436
Fam162a<tm1b(EUCOMM)Hmgu>,"family with sequence similarity 162, member A; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH",MGI:5613649,EUCOMM,Fam162a,MGI:1917436
Fam163a<tm2a(KOMP)Wtsi>,"family with sequence similarity 163, member A; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:5141829,KOMP-CSD,Fam163a,MGI:3618859
Fam163a<tm2b(KOMP)Wtsi>,"family with sequence similarity 163, member A; targeted mutation 2b, Wellcome Trust Sanger Institute",MGI:5637187,KOMP-CSD,Fam163a,MGI:3618859
Fam216a<tm1a(EUCOMM)Hmgu>,"family with sequence similarity 216, member A; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4841879,EUCOMM,Fam216a,MGI:1916198
Fam216a<tm1b(EUCOMM)Hmgu>,"family with sequence similarity 216, member A; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH",MGI:5548573,EUCOMM,Fam216a,MGI:1916198
Fam47e<tm1a(EUCOMM)Wtsi>,"family with sequence similarity 47, member E; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4940801,EUCOMM,Fam47e,MGI:2686227
Fam53b<tm1a(EUCOMM)Hmgu>,"family with sequence similarity 53, member B; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4841848,EUCOMM,Fam53b,MGI:1925188
Fam53b<tm1b(EUCOMM)Hmgu>,"family with sequence similarity 53, member B; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH",MGI:5548690,EUCOMM,Fam53b,MGI:1925188
Fam69a<tm1a(EUCOMM)Wtsi>,"divergent protein kinase domain 1A; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5548321,EUCOMM,Dipk1a,MGI:1914516
Fam71b<tm1a(KOMP)Wtsi>,"family with sequence similarity 71, member B; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4364165,KOMP-CSD,Fam71b,MGI:3650836
Fam76a<tm1e(EUCOMM)Wtsi>,"family with sequence similarity 76, member A; targeted mutation 1e, Wellcome Trust Sanger Institute",MGI:4947812,EUCOMM,Fam76a,MGI:2385211
Fam83g<tm1a(EUCOMM)Wtsi>,"family with sequence similarity 83, member G; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431981,EUCOMM,Fam83g,MGI:1916890
Fam92a<tm1a(KOMP)Wtsi>,"family with sequence similarity 92, member A; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5013734,KOMP-CSD,Fam92a,MGI:1915349
Fam92a<tm1b(KOMP)Wtsi>,"family with sequence similarity 92, member A; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5637028,KOMP-CSD,Fam92a,MGI:1915349
Fam92b<tm1e(EUCOMM)Wtsi>,"family with sequence similarity 92, member B; targeted mutation 1e, Wellcome Trust Sanger Institute",MGI:5296610,EUCOMM,Fam92b,MGI:3588213
Fancd2os<tm2a(EUCOMM)Wtsi>,"Fancd2 opposite strand; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4840597,EUCOMM,Fancd2os,MGI:1918229
Fanci<tm1a(EUCOMM)Wtsi>,"Fanconi anemia, complementation group I; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4456047,EUCOMM,Fanci,MGI:2384790
Farp1<tm1a(EUCOMM)Hmgu>,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived); targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4841904,EUCOMM,Farp1,MGI:2446173
Farp1<tm1b(EUCOMM)Hmgu>,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived); targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH",MGI:5588287,EUCOMM,Farp1,MGI:2446173
Farp2<tm1a(KOMP)Wtsi>,"FERM, RhoGEF and pleckstrin domain protein 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363551,KOMP-CSD,Farp2,MGI:2385126
Farsa<tm2a(EUCOMM)Wtsi>,"phenylalanyl-tRNA synthetase, alpha subunit; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4441679,EUCOMM,Farsa,MGI:1913840
Fas<lpr>,Fas (TNF receptor superfamily member 6); lymphoproliferation,MGI:1856334,0,Fas,MGI:95484
Fasl<gld>,"Fas ligand (TNF superfamily, member 6); generalized lymphoproliferative disease",MGI:1856384,0,Fasl,MGI:99255
Fasl<tm1.1Cgm>,"Fas ligand (TNF superfamily, member 6); targeted mutation 1.1, Geert Michel",MGI:4888490,0,Fasl,MGI:99255
Fasl<tm1Lest>,"Fas ligand (TNF superfamily, member 6); targeted mutation 1, Matthieu Levi-Strauss",MGI:3032852,0,Fasl,MGI:99255
Fbf1<tm1a(EUCOMM)Wtsi>,"Fas (TNFRSF6) binding factor 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432655,EUCOMM,Fbf1,MGI:1922033
Fbh1<tm1a(KOMP)Wtsi>,"F-box DNA helicase 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4881960,KOMP-CSD,Fbh1,MGI:1354699
Fbp2<tm2a(EUCOMM)Hmgu>,"fructose bisphosphatase 2; targeted mutation 2a, Helmholtz Zentrum Muenchen GmbH",MGI:5511594,EUCOMM,Fbp2,MGI:95491
Fbp2<tm2b(EUCOMM)Hmgu>,"fructose bisphosphatase 2; targeted mutation 2b, Helmholtz Zentrum Muenchen GmbH",MGI:5637205,EUCOMM,Fbp2,MGI:95491
Fbxl21<tm2a(EUCOMM)Wtsi>,"F-box and leucine-rich repeat protein 21; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:5473110,EUCOMM,Fbxl21,MGI:2442921
Fbxl3<Afh>,F-box and leucine-rich repeat protein 3; after hours,MGI:3687377,0,Fbxl3,MGI:1354702
Fbxl7<tm1a(EUCOMM)Wtsi>,"F-box and leucine-rich repeat protein 7; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4820357,EUCOMM,Fbxl7,MGI:3052506
Fbxo11<Jf>,F-box protein 11; jeff,MGI:1862017,0,Fbxo11,MGI:2147134
Fbxo11<tm2a(EUCOMM)Wtsi>,"F-box protein 11; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4434283,EUCOMM,Fbxo11,MGI:2147134
Fbxo33<tm1a(EUCOMM)Wtsi>,"F-box protein 33; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432600,EUCOMM,Fbxo33,MGI:1917861
Fbxo33<tm1b(EUCOMM)Wtsi>,"F-box protein 33; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5548601,EUCOMM,Fbxo33,MGI:1917861
Fbxo47<tm1a(EUCOMM)Wtsi>,"F-box protein 47; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431644,EUCOMM,Fbxo47,MGI:1920223
Fbxo7<tm1a(EUCOMM)Wtsi>,"F-box protein 7; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4842259,EUCOMM,Fbxo7,MGI:1917004
Fbxo7<tm1b(EUCOMM)Wtsi>,,MGI:1917004,,,
Fbxo7<tm1c(EUCOMM)Wtsi>,,MGI:1917004,,,
Fbxw26<tm1a(KOMP)Wtsi>,"F-box and WD-40 domain protein 26; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4947750,KOMP-CSD,Fbxw26,MGI:3646662
Fbxw26<tm1b(KOMP)Wtsi>,"F-box and WD-40 domain protein 26; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5548906,KOMP-CSD,Fbxw26,MGI:3646662
Fcamr<tm1Jsv>,"Fc receptor, IgA, IgM, high affinity; targeted mutation 1, J Sjef Verbeek",MGI:5882394,0,Fcamr,MGI:1927803
Fcer1g<tm1Rav>,"Fc receptor, IgE, high affinity I, gamma polypeptide; targeted mutation 1, Jeffrey V Ravetch",MGI:1857165,0,Fcer1g,MGI:95496
Fcgbp<tm1a(EUCOMM)Wtsi>,"Fc fragment of IgG binding protein; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432812,EUCOMM,Fcgbp,MGI:2444336
Fcgr1<tm1Jsv>,"Fc receptor, IgG, high affinity I; targeted mutation 1, J Sjef Verbeek",MGI:2664927,0,Fcgr1,MGI:95498
Fcgr2b<tm1.2Jsv>,"Fc receptor, IgG, low affinity IIb; targeted mutation 1.2, J Sjef Verbeek",MGI:5427927,0,Fcgr2b,MGI:95499
Fcgr3<tm1Jsv>,"Fc receptor, IgG, low affinity III; targeted mutation 1, J Sjef Verbeek",MGI:1861924,0,Fcgr3,MGI:95500
Fcgr4<tm1Lex>,"Fc receptor, IgG, low affinity IV; targeted mutation 1, Lexicon Genetics",MGI:4867723,Lexicon,Fcgr4,MGI:2179523
Fcrl6<tm1a(KOMP)Wtsi>,"Fc receptor-like 6; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5013745,KOMP-CSD,Fcrl6,MGI:3618339
Fdft1<tm1a(KOMP)Wtsi>,"farnesyl diphosphate farnesyl transferase 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4451370,KOMP-CSD,Fdft1,MGI:102706
Fdx1<tm1a(EUCOMM)Wtsi>,"ferredoxin 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4452014,EUCOMM,Fdx1,MGI:103224
Fdx1<tm1b(EUCOMM)Wtsi>,"ferredoxin 1; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5588266,EUCOMM,Fdx1,MGI:103224
Fer1l4<m1Mhda>,"fer-1-like 4 (C. elegans); mutation 1, Martin Hrabe de Angelis",MGI:5817678,0,Fer1l4,MGI:1921812
Fermt2<tm1a(EUCOMM)Wtsi>,"fermitin family member 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433009,EUCOMM,Fermt2,MGI:2385001
Fers,ferris,MGI:1862018,0,Fers,MGI:1861994
Fgd4<tm1a(EUCOMM)Wtsi>,"FYVE, RhoGEF and PH domain containing 4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4849414,EUCOMM,Fgd4,MGI:2183747
Fgf10<Mhdaaey17>,fibroblast growth factor 10; Martin Hrabe de Angelis abnormalities of the eye 17,MGI:4398706,0,Fgf10,MGI:1099809
Fgf10<tm1a(EUCOMM)Wtsi>,"fibroblast growth factor 10; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431585,EUCOMM,Fgf10,MGI:1099809
Fgf11<tm1a(EUCOMM)Wtsi>,"fibroblast growth factor 11; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432799,EUCOMM,Fgf11,MGI:109167
Fgf22<tm1a(EUCOMM)Hmgu>,"fibroblast growth factor 22; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4455942,EUCOMM,Fgf22,MGI:1914362
Fgf2<tm1a(EUCOMM)Wtsi>,"fibroblast growth factor 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433040,EUCOMM,Fgf2,MGI:95516
Fgf3<tm1Sng>,"fibroblast growth factor 3; targeted mutation 1, Thomas Schimmang",MGI:3027990,0,Fgf3,MGI:95517
Fgf7<tm1e(EUCOMM)Hmgu>,"fibroblast growth factor 7; targeted mutation 1e, Helmholtz Zentrum Muenchen GmbH",MGI:4455930,EUCOMM,Fgf7,MGI:95521
Fgf8<tm1a(KOMP)Wtsi>,"fibroblast growth factor 8; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4419458,KOMP-CSD,Fgf8,MGI:99604
Fgf9<Aca12>,fibroblast growth factor 9; ACMaster abnormality 12,MGI:5293829,0,Fgf9,MGI:104723
Fgf9<tm1a(KOMP)Wtsi>,"fibroblast growth factor 9; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4364690,KOMP-CSD,Fgf9,MGI:104723
Fgfr1<Hspy>,fibroblast growth factor receptor 1; hush puppy,MGI:3574787,0,Fgfr1,MGI:95522
Fgfr1op<tm1a(EUCOMM)Hmgu>,"Fgfr1 oncogene partner; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4436456,EUCOMM,Fgfr1op,MGI:1922546
Fgfr1op<tm1b(EUCOMM)Hmgu>,"Fgfr1 oncogene partner; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH",MGI:5548654,EUCOMM,Fgfr1op,MGI:1922546
Fgfr2<tm4Lni>,"fibroblast growth factor receptor 2; targeted mutation 4, Peter Lonai",MGI:3053095,0,Fgfr2,MGI:95523
Fgfr3<tm1.1Aomw>,"fibroblast growth factor receptor 3; targeted mutation 1.1, Andrew O M Wilkie",MGI:3831364,0,Fgfr3,MGI:95524
Fggy<tm1a(KOMP)Wtsi>,"FGGY carbohydrate kinase domain containing; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4451404,KOMP-CSD,Fggy,MGI:1922828
Fgl1<tm1a(EUCOMM)Hmgu>,"fibrinogen-like protein 1; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4436664,EUCOMM,Fgl1,MGI:102795
Fibp<tm1e(EUCOMM)Wtsi>,"fibroblast growth factor (acidic) intracellular binding protein; targeted mutation 1e, Wellcome Trust Sanger Institute",MGI:4820356,EUCOMM,Fibp,MGI:1926233
Ficd<tm1a(EUCOMM)Hmgu>,"FIC domain containing; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4942081,EUCOMM,Ficd,MGI:1098550
Ficd<tm1b(EUCOMM)Hmgu>,,MGI:1098550,,,
Filip1<tm2b(KOMP)Wtsi>,,MGI:1917848,,,
Fip1l1<tm1a(EUCOMM)Wtsi>,"FIP1 like 1 (S. cerevisiae); targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4887691,EUCOMM,Fip1l1,MGI:1914149
Fis1<tm1a(EUCOMM)Hmgu>,"fission, mitochondrial 1; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:5497163,EUCOMM,Fis1,MGI:1913687
Fkbp10<tm2a(EUCOMM)Wtsi>,"FK506 binding protein 10; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:5432211,EUCOMM,Fkbp10,MGI:104769
Fkbp3<tm2a(EUCOMM)Wtsi>,"FK506 binding protein 3; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:5050935,EUCOMM,Fkbp3,MGI:1353460
Fkbp7<tm2a(KOMP)Wtsi>,"FK506 binding protein 7; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4364239,KOMP-CSD,Fkbp7,MGI:1336879
Fkbp9<tm1a(EUCOMM)Hmgu>,"FK506 binding protein 9; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4435917,EUCOMM,Fkbp9,MGI:1350921
Fkrp<tm1.1Scbr>,"fukutin related protein; targeted mutation 1.1, S C Brown",MGI:4835412,0,Fkrp,MGI:2447586
Fli1<tm1.1Morl>,"Friend leukemia integration 1; targeted mutation 1.1, Francois Morle",MGI:4878922,0,Fli1,MGI:95554
Fli1<tm1Morl>,"Friend leukemia integration 1; targeted mutation 1,Francois Morle",MGI:4878921,0,Fli1,MGI:95554
Flna<Dilp2>,"filamin, alpha; dilated pupils 2",MGI:1934627,Harwell ENU Mutagenesis,Flna,MGI:95556
Flnb<tm1a(KOMP)Wtsi>,"filamin, beta; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4458530,KOMP-CSD,Flnb,MGI:2446089
Flot2<tm1Mak>,"flotillin 2; targeted mutation 1, Tak Mak",MGI:5527543,0,Flot2,MGI:103309
Flot2<tm2e(EUCOMM)Wtsi>,"flotillin 2; targeted mutation 2e, Wellcome Trust Sanger Institute",MGI:4433811,EUCOMM,Flot2,MGI:103309
Flrt2<tm1Rob>,"fibronectin leucine rich transmembrane protein 2; targeted mutation 1, Elizabeth J Robertson",MGI:4950410,0,Flrt2,MGI:3603594
Flrt3<tm1Rob>,"fibronectin leucine rich transmembrane protein 3; targeted mutation 1, Elizabeth J Robertson",MGI:3797077,0,Flrt3,MGI:1918686
Flt4<Chy>,FMS-like tyrosine kinase 4; chylous ascites,MGI:1856694,0,Flt4,MGI:95561
Flt4<tm1Ali>,"FMS-like tyrosine kinase 4; targeted mutation 1, Kari Alitalo",MGI:2181789,0,Flt4,MGI:95561
Flt4<tm2.1Ali>,"FMS-like tyrosine kinase 4; targeted mutation 2.1, Kari Alitalo",MGI:3805195,0,Flt4,MGI:95561
Fn1<tm1Feb>,"fibronectin 1; targeted mutation 1, Francisco E Baralle",MGI:2655527,0,Fn1,MGI:95566
Fn1<tm2Feb>,"fibronectin 1; targeted mutation 2, Francisco E Baralle",MGI:2655542,0,Fn1,MGI:95566
Fnbp4<m1Mhda>,"formin binding protein 4; mutation 1, Martin Hrabe de Angelis",MGI:5818735,0,Fnbp4,MGI:1860513
Fndc1<tm1a(KOMP)Wtsi>,"fibronectin type III domain containing 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5000326,KOMP-CSD,Fndc1,MGI:1915905
Fnip2<tm1a(KOMP)Wtsi>,"folliculin interacting protein 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5303094,KOMP-CSD,Fnip2,MGI:2683054
Fntb<tm1Bbd>,"farnesyltransferase, CAAX box, beta; targeted mutation 1, Mariano Barbacid",MGI:3581447,0,Fntb,MGI:1861305
Foxa2<tm1Jrt>,"forkhead box A2; targeted mutation 1, Janet Rossant",MGI:1857725,0,Foxa2,MGI:1347476
Foxb1<tm1Pgr>,"forkhead box B1; targeted mutation 1, Peter Gruss",MGI:2384086,0,Foxb1,MGI:1927549
Foxe1<tm1Rdl>,"forkhead box E1; targeted mutation 1, Roberto Di Lauro",MGI:2181780,0,Foxe1,MGI:1353500
